,ListingCreationDate,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,BorrowerState,Occupation,EmploymentStatus,CreditScoreRangeUpper,Credit,Rate_Range,Count
11622,2012-06-15 08:15:46.997000000,36,Chargedoff,2013-03-21 00:00:00,0.33553,0.2958,WI,Principal,Employed,679.0,Fair,25-29.99%,1
11664,2010-03-18 11:33:06.927000000,36,Completed,2013-03-31 00:00:00,0.28574,0.2625,WI,Administrative Assistant,Full-time,719.0,Good,25-29.99%,1
11685,2012-10-31 12:16:00.430000000,60,Current,,0.14494,0.1223,WI,Professional,Employed,779.0,Excellent,10-14.99%,1
11800,2013-12-02 06:28:46.917000000,36,Current,,0.19859,0.162,WI,Teacher,Employed,739.0,Good,15-19.99%,1
11965,2008-06-11 11:58:33.137000000,36,Completed,2011-05-05 00:00:00,0.32378,0.3,WI,Computer Programmer,Full-time,539.0,Bad,30-34.99%,1
12167,2013-09-18 23:20:44.393000000,36,Current,,0.31616,0.2769,WI,Laborer,Employed,679.0,Fair,25-29.99%,1
12238,2013-10-16 17:52:49.343000000,60,Current,,0.26333,0.2379,WI,Skilled Labor,Employed,659.0,Fair,20-24.99%,1
12247,2013-09-12 08:55:11.653000000,60,Current,,0.20398,0.18,WI,Other,Employed,699.0,Fair,15-19.99%,1
12276,2013-12-11 07:09:04.107000000,60,Current,,0.16304,0.14,WI,Accountant/CPA,Employed,739.0,Good,10-14.99%,1
12366,2008-01-03 18:57:06.553000000,36,Defaulted,2008-11-23 00:00:00,0.16717,0.16,WI,Other,Self-employed,719.0,Good,15-19.99%,1
12382,2009-11-20 15:28:07.550000000,36,Completed,2012-07-17 00:00:00,0.12349,0.12,WI,Professional,Full-time,819.0,Excellent,10-14.99%,1
12415,2013-11-15 08:10:16.233000000,60,Current,,0.21576,0.1915,WI,Other,Employed,719.0,Good,15-19.99%,1
12416,2012-07-29 17:20:45.020000000,36,Current,,0.29107,0.2524,WI,Nurse (RN),Employed,699.0,Fair,25-29.99%,1
12426,2014-02-05 11:20:34.700000000,60,Current,,0.16686,0.1435,WI,Professional,Employed,759.0,Excellent,10-14.99%,1
12453,2011-01-18 13:45:54.247000000,36,Completed,2014-01-31 00:00:00,0.23383,0.1999,WI,Retail Management,Employed,799.0,Excellent,15-19.99%,1
12454,2011-06-16 07:50:19.457000000,60,Current,,0.29371,0.2699,WI,Clerical,Part-time,659.0,Fair,25-29.99%,1
12478,2008-01-03 19:09:48.917000000,36,Completed,2011-01-15 00:00:00,0.14834,0.139,WI,Other,Retired,719.0,Good,10-14.99%,1
12689,2011-03-26 03:15:48.617000000,36,Completed,2012-04-06 00:00:00,0.35643,0.3199,WI,Tradesman - Mechanic,Employed,699.0,Fair,30-34.99%,1
12699,2011-10-04 08:29:14.347000000,36,Current,,0.34887,0.3125,WI,Other,Employed,639.0,Poor,30-34.99%,1
12731,2011-11-08 16:08:38.180000000,36,Current,,0.2951,0.2599,WI,Professional,Employed,699.0,Fair,25-29.99%,1
12759,2014-01-18 05:50:50.743000000,36,Current,,0.29414,0.2554,WI,Nurse's Aide,Employed,699.0,Fair,25-29.99%,1
12779,2013-04-26 08:30:12.543000000,36,Current,,0.09837,0.0849,WI,Sales - Retail,Employed,759.0,Excellent,5-9.99%,1
12803,2013-11-19 15:38:46.280000000,36,Current,,0.24614,0.2085,WI,Other,Employed,659.0,Fair,20-24.99%,1
12815,2013-10-16 12:25:16.250000000,60,Current,,0.17839,0.155,WI,Other,Employed,719.0,Good,15-19.99%,1
12893,2011-05-02 11:57:06.870000000,36,Completed,2013-08-22 00:00:00,0.1716,0.1499,WI,Nurse (RN),Employed,699.0,Fair,10-14.99%,1
12900,2013-07-18 10:13:43.263000000,60,Current,,0.23052,0.2059,WI,Skilled Labor,Employed,719.0,Good,20-24.99%,1
12955,2013-08-20 08:33:17.457000000,36,Current,,0.15833,0.1299,WI,Executive,Employed,839.0,Excellent,10-14.99%,1
12975,2013-04-21 11:54:06.100000000,60,Current,,0.18136,0.1579,WI,Nurse (LPN),Employed,739.0,Good,15-19.99%,1
12976,2007-04-14 17:40:43.070000000,36,Completed,2010-07-27 00:00:00,0.17722,0.17,WI,Psychologist,Not employed,619.0,Poor,15-19.99%,1
13041,2012-09-09 08:04:57.273000000,36,Current,,0.18214,0.1459,WI,Engineer - Electrical,Employed,699.0,Fair,10-14.99%,1
13045,2012-09-11 16:45:35.327000000,36,Current,,0.35797,0.3177,WI,Nurse (RN),Employed,719.0,Good,30-34.99%,1
13106,2013-07-23 08:39:05.483000000,36,Current,,0.17192,0.1359,WI,Truck Driver,Employed,739.0,Good,10-14.99%,1
13123,2008-09-22 20:58:39.657000000,36,Completed,2009-02-10 00:00:00,0.1335,0.1194,WI,Construction,Full-time,739.0,Good,10-14.99%,1
13138,2011-10-18 13:23:23.663000000,36,Defaulted,2013-12-28 00:00:00,0.2951,0.2599,WI,Other,Other,779.0,Excellent,25-29.99%,1
13340,2013-07-09 09:18:13.377000000,36,Current,,0.17754,0.1414,WI,Other,Other,759.0,Excellent,10-14.99%,1
13344,2014-01-14 04:38:04.103000000,36,Current,,0.22773,0.1905,WI,Retail Management,Employed,719.0,Good,15-19.99%,1
13353,2008-05-27 05:10:09.327000000,36,Completed,2009-08-03 00:00:00,0.0768,0.07,WI,Executive,Full-time,819.0,Excellent,5-9.99%,1
13446,2013-10-12 05:09:16.543000000,36,Current,,0.17601,0.1399,WI,Analyst,Employed,699.0,Fair,10-14.99%,1
13538,2011-07-04 10:16:44.737000000,36,Current,,0.08331,0.0799,WI,Engineer - Electrical,Employed,839.0,Excellent,5-9.99%,1
13551,2008-01-10 20:50:39.530000000,36,Completed,2008-07-24 00:00:00,0.13625,0.115,WI,Analyst,Full-time,659.0,Fair,10-14.99%,1
13555,2013-07-18 10:37:24.990000000,36,Current,,0.30285,0.2639,WI,Skilled Labor,Employed,699.0,Fair,25-29.99%,1
13581,2010-02-08 15:37:49.950000000,36,Completed,2012-06-22 00:00:00,0.11296,0.092,WI,Skilled Labor,Full-time,779.0,Excellent,5-9.99%,1
13699,2013-02-28 19:19:22.380000000,36,Current,,0.30285,0.2639,WI,Other,Employed,779.0,Excellent,25-29.99%,1
13754,2007-01-19 05:53:33.837000000,36,Completed,2009-04-10 00:00:00,0.09437,0.0875,WI,Other,Not available,779.0,Excellent,5-9.99%,1
13762,2013-05-30 17:39:53.893000000,60,Current,,0.14965,0.1269,WI,Professional,Employed,739.0,Good,10-14.99%,1
13794,2011-12-09 18:25:42.767000000,36,Current,,0.19108,0.1621,WI,Other,Employed,719.0,Good,15-19.99%,1
13918,2009-10-28 13:35:17.513000000,36,Chargedoff,2011-09-09 00:00:00,0.28777,0.2645,WI,Food Service Management,Full-time,679.0,Fair,25-29.99%,1
13963,2013-06-25 20:27:54.220000000,60,Completed,2013-09-12 00:00:00,0.17522,0.1519,WI,Postal Service,Employed,779.0,Excellent,15-19.99%,1
13992,2013-09-12 14:20:39.077000000,36,Current,,0.23233,0.195,WI,Civil Service,Employed,679.0,Fair,15-19.99%,1
14071,2013-09-12 14:20:39.077000000,36,Current,,0.23233,0.195,WI,Civil Service,Employed,679.0,Fair,15-19.99%,1
14075,2012-10-20 16:57:43.197000000,60,Current,,0.28848,0.2624,WI,Professor,Employed,719.0,Good,25-29.99%,1
14086,2010-08-24 06:09:03.483000000,36,Completed,2013-02-26 00:00:00,0.13271,0.1115,WI,Tradesman - Mechanic,Full-time,739.0,Good,10-14.99%,1
14151,2008-09-19 13:23:21.427000000,36,Defaulted,2010-12-30 00:00:00,0.38468,0.36,WI,Skilled Labor,Full-time,559.0,Poor,35-39.99%,1
14234,2014-01-08 15:52:30.380000000,60,Current,,0.1963,0.1725,WI,Executive,Employed,739.0,Good,15-19.99%,1
14330,2013-09-19 11:12:50.433000000,60,Current,,0.23318,0.2085,WI,Other,Employed,739.0,Good,20-24.99%,1
14432,2013-10-01 12:12:00.860000000,36,Current,,0.21699,0.18,WI,Waiter/Waitress,Employed,659.0,Fair,15-19.99%,1
14440,2013-09-26 08:11:58.817000000,36,Current,,0.2533,0.2155,WI,Retail Management,Self-employed,679.0,Fair,20-24.99%,1
14490,2013-10-17 05:56:21.113000000,60,Current,,0.3194,0.2925,WI,Nurse (RN),Employed,699.0,Fair,25-29.99%,1
14491,2009-10-26 14:10:11.893000000,36,Completed,2012-05-17 00:00:00,0.22761,0.19,WI,Nurse's Aide,Full-time,659.0,Fair,15-19.99%,1
14718,2012-05-07 08:00:12.183000000,36,Current,,0.25259,0.2148,WI,Administrative Assistant,Employed,699.0,Fair,20-24.99%,1
14726,2012-02-22 13:06:33.560000000,36,Completed,2012-08-16 00:00:00,0.11766,0.0899,WI,Laborer,Employed,699.0,Fair,5-9.99%,1
14822,2012-05-30 09:13:59.720000000,36,Current,,0.35797,0.3177,WI,Other,Other,699.0,Fair,30-34.99%,1
14881,2012-05-31 20:22:18.490000000,60,Defaulted,2012-12-13 00:00:00,0.23318,0.2085,WI,Teacher's Aide,Employed,699.0,Fair,20-24.99%,1
14970,2013-12-12 10:29:35.600000000,36,Current,,0.23438,0.197,WI,Administrative Assistant,Employed,699.0,Fair,15-19.99%,1
15148,2012-07-06 08:28:41.997000000,36,Past Due (91-120 days),,0.33973,0.2999,WI,Sales - Retail,Self-employed,659.0,Fair,25-29.99%,1
15162,2013-01-12 12:50:14.540000000,36,Completed,2013-12-30 00:00:00,0.24246,0.2049,WI,Skilled Labor,Employed,739.0,Good,20-24.99%,1
15198,2013-10-02 03:55:13.103000000,36,Current,,0.21699,0.18,WI,Other,Employed,679.0,Fair,15-19.99%,1
15257,2012-09-03 16:05:17.190000000,36,Chargedoff,2013-03-15 00:00:00,0.35797,0.3177,WI,Professional,Self-employed,659.0,Fair,30-34.99%,1
15418,2013-11-21 05:33:18.830000000,36,Current,,0.26149,0.2235,WI,Administrative Assistant,Employed,739.0,Good,20-24.99%,1
15428,2007-08-13 09:27:33.530000000,36,Completed,2009-08-24 00:00:00,0.16984,0.1518,WI,Nurse (RN),Full-time,639.0,Poor,15-19.99%,1
15478,2007-12-12 22:00:54.633000000,36,Chargedoff,2008-09-25 00:00:00,0.09638,0.0895,WI,Retail Management,Self-employed,779.0,Excellent,5-9.99%,1
15503,2013-11-17 23:12:28.800000000,60,Current,,0.17532,0.152,WI,Postal Service,Employed,739.0,Good,15-19.99%,1
15512,2013-10-15 06:54:16.670000000,60,Current,,0.28899,0.2629,WI,Other,Employed,699.0,Fair,25-29.99%,1
15560,2014-02-27 19:37:35.680000000,36,Current,,0.17802,0.1415,WI,Retail Management,Employed,679.0,Fair,10-14.99%,1
15616,2013-12-23 11:31:16.767000000,60,Current,,0.15425,0.1314,WI,Executive,Employed,719.0,Good,10-14.99%,1
15711,2007-08-04 03:41:10.920000000,36,Completed,2007-10-19 00:00:00,0.13654,0.1295,WI,Military Enlisted,Full-time,759.0,Excellent,10-14.99%,1
15732,2012-12-26 09:26:03.277000000,36,Current,,0.08325,0.0699,WI,Tradesman - Mechanic,Employed,799.0,Excellent,5-9.99%,1
15755,2008-09-18 20:36:00.667000000,36,Completed,2010-12-26 00:00:00,0.20868,0.1865,WI,Professional,Full-time,659.0,Fair,15-19.99%,1
15768,2012-08-07 08:19:54.797000000,36,Completed,2014-03-03 00:00:00,0.12528,0.0974,WI,Other,Employed,759.0,Excellent,5-9.99%,1
15787,2013-05-06 17:42:17.390000000,60,Current,,0.12716,0.1049,WI,Doctor,Employed,739.0,Good,10-14.99%,1
15810,2010-03-15 18:12:44.443000000,36,Completed,2012-07-16 00:00:00,0.11296,0.092,WI,Other,Part-time,719.0,Good,5-9.99%,1
15852,2012-09-13 15:26:37.880000000,36,Current,,0.24758,0.2099,WI,Professional,Self-employed,799.0,Excellent,20-24.99%,1
15997,2014-02-11 06:10:14.750000000,36,Current,,0.1677,0.1314,WI,Professional,Employed,719.0,Good,10-14.99%,1
16026,2007-04-18 08:03:06.320000000,36,Completed,2009-02-06 00:00:00,0.09688,0.09,WI,Professional,Full-time,759.0,Excellent,5-9.99%,1
16165,2014-03-03 09:28:40.390000000,60,Current,,0.14937,0.1264,WI,Executive,Employed,739.0,Good,10-14.99%,1
16299,2013-07-30 09:14:46.727000000,36,Completed,2013-08-20 00:00:00,0.25371,0.2159,WI,Teacher,Employed,719.0,Good,20-24.99%,1
16464,2010-11-12 06:23:36.340000000,36,Completed,2011-11-21 00:00:00,0.26864,0.234,WI,Analyst,Employed,799.0,Excellent,20-24.99%,1
16480,2014-02-11 13:42:28.100000000,36,Current,,0.22147,0.184,WI,Other,Other,659.0,Fair,15-19.99%,1
16503,2013-05-10 08:27:43.490000000,36,Completed,2013-09-17 00:00:00,0.14348,0.1153,WI,Other,Employed,719.0,Good,10-14.99%,1
16525,2011-04-20 11:38:33.500000000,36,Current,,0.25486,0.2205,WI,Professional,Employed,699.0,Fair,20-24.99%,1
16548,2011-08-04 06:50:47.403000000,36,Completed,2013-07-09 00:00:00,0.34621,0.3099,WI,Accountant/CPA,Full-time,639.0,Poor,30-34.99%,1
16557,2013-10-08 12:03:31.463000000,60,Current,,0.30337,0.2769,WI,Sales - Retail,Employed,679.0,Fair,25-29.99%,1
16609,2008-06-11 21:00:01.080000000,36,Completed,2011-01-18 00:00:00,0.14974,0.1355,WI,Analyst,Full-time,719.0,Good,10-14.99%,1
16642,2007-03-16 10:28:13.417000000,36,Completed,2010-03-29 00:00:00,0.11194,0.105,WI,Professional,Full-time,779.0,Excellent,10-14.99%,1
16709,2006-08-09 15:46:17.830000000,36,Completed,2007-04-04 00:00:00,0.10152,0.09,WI,Professional,Not available,739.0,Good,5-9.99%,1
16714,2013-10-19 09:13:41.913000000,36,Current,,0.24614,0.2085,WI,Other,Employed,659.0,Fair,20-24.99%,1
16721,2008-03-21 11:01:41.177000000,36,Completed,2010-03-16 00:00:00,0.11042,0.093,WI,Professional,Self-employed,759.0,Excellent,5-9.99%,1
16726,2012-07-26 13:19:39.583000000,36,Completed,2013-12-13 00:00:00,0.35797,0.3177,WI,Sales - Commission,Employed,759.0,Excellent,30-34.99%,1
16727,2011-01-04 17:43:26.830000000,36,Chargedoff,2012-04-13 00:00:00,0.17069,0.149,WI,Professional,Employed,719.0,Good,10-14.99%,1
16924,2013-10-18 09:18:00.947000000,60,Current,,0.23318,0.2085,WI,Construction,Employed,699.0,Fair,20-24.99%,1
17345,2014-01-17 09:18:46.280000000,36,Current,,0.07922,0.0659,WI,Other,Employed,799.0,Excellent,5-9.99%,1
17358,2010-11-04 11:58:57.330000000,36,Chargedoff,2011-10-12 00:00:00,0.31053,0.275,WI,Professional,Employed,759.0,Excellent,25-29.99%,1
17360,2012-11-24 07:44:43.173000000,36,Current,,0.20053,0.1639,WI,Clerical,Employed,739.0,Good,15-19.99%,1
17432,2010-11-02 12:37:29.930000000,36,Completed,2011-03-01 00:00:00,0.0799,0.0765,WI,Engineer - Electrical,Full-time,819.0,Excellent,5-9.99%,1
17444,2012-09-10 17:44:15.983000000,36,Completed,2013-07-19 00:00:00,0.12528,0.0974,WI,Teacher,Employed,739.0,Good,5-9.99%,1
17473,2012-10-22 17:58:36.927000000,60,Past Due (1-15 days),,0.26528,0.2398,WI,Teacher,Employed,759.0,Excellent,20-24.99%,1
17513,2008-09-04 09:21:00.340000000,36,Completed,2012-05-15 00:00:00,0.20766,0.183,WI,Professional,Full-time,679.0,Fair,15-19.99%,1
17629,2013-12-28 17:40:39.420000000,36,Current,,0.12117,0.093,WI,Computer Programmer,Employed,759.0,Excellent,5-9.99%,1
17633,2006-09-23 21:04:49.703000000,36,Defaulted,2009-10-12 00:00:00,0.1478,0.13,WI,Tradesman - Mechanic,Not available,659.0,Fair,10-14.99%,1
17834,2007-05-10 08:08:01.580000000,36,Completed,2009-05-19 00:00:00,0.13343,0.1264,WI,Truck Driver,Full-time,759.0,Excellent,10-14.99%,1
17860,2012-08-28 20:45:42.450000000,36,Current,,0.33051,0.2909,WI,Other,Employed,619.0,Poor,25-29.99%,1
17896,2014-01-14 05:58:17.643000000,36,Current,,0.27776,0.2394,WI,Clerical,Employed,699.0,Fair,20-24.99%,1
17934,2012-02-23 13:18:02.253000000,36,Past Due (1-15 days),,0.24246,0.2049,WI,Other,Employed,799.0,Excellent,20-24.99%,1
17941,2007-09-14 19:45:59.657000000,36,Completed,2010-07-14 00:00:00,0.1269,0.1199,WI,Other,Full-time,719.0,Good,10-14.99%,1
18003,2013-09-17 13:54:29.417000000,60,Current,,0.22601,0.2015,WI,Professional,Employed,699.0,Fair,20-24.99%,1
18006,2013-04-25 14:06:29.247000000,60,Current,,0.15629,0.1334,WI,Other,Employed,779.0,Excellent,10-14.99%,1
18034,2013-11-13 13:39:30.770000000,36,Current,,0.2533,0.2155,WI,Other,Employed,679.0,Fair,20-24.99%,1
18111,2011-05-23 07:27:58.847000000,36,Completed,2014-03-03 00:00:00,0.35643,0.3199,WI,Executive,Employed,719.0,Good,30-34.99%,1
18151,2011-02-17 07:24:25.333000000,36,Completed,2011-12-16 00:00:00,0.2951,0.2599,WI,Other,Employed,699.0,Fair,25-29.99%,1
18209,2013-12-18 08:02:14.510000000,60,Current,,0.21832,0.194,WI,Sales - Commission,Employed,699.0,Fair,15-19.99%,1
18238,2007-06-12 14:26:25.363000000,36,Chargedoff,2009-02-21 00:00:00,0.16991,0.1555,WI,Professor,Full-time,539.0,Bad,15-19.99%,1
18269,2012-12-05 09:08:28.950000000,36,Current,,0.2878,0.2492,WI,Sales - Retail,Employed,699.0,Fair,20-24.99%,1
18293,2011-08-21 07:43:23.033000000,36,Current,,0.34621,0.3099,WI,Truck Driver,Employed,659.0,Fair,30-34.99%,1
18306,2013-09-09 16:15:38.453000000,36,Current,,0.20268,0.166,WI,Clerical,Employed,759.0,Excellent,15-19.99%,1
18363,2013-09-12 17:13:07.320000000,60,Current,,0.18965,0.166,WI,Professional,Employed,699.0,Fair,15-19.99%,1
18370,2007-03-04 09:06:27.280000000,36,Completed,2008-09-10 00:00:00,0.13202,0.125,WI,Engineer - Electrical,Full-time,699.0,Fair,10-14.99%,1
18419,2008-04-15 12:18:26.473000000,36,Chargedoff,2009-09-24 00:00:00,0.13804,0.1239,WI,Other,Full-time,759.0,Excellent,10-14.99%,1
18420,2013-07-23 17:50:14.777000000,60,Current,,0.17522,0.1519,WI,Laborer,Employed,839.0,Excellent,15-19.99%,1
18429,2008-02-08 07:20:39.733000000,36,Completed,2011-02-19 00:00:00,0.08684,0.08,WI,Clerical,Full-time,799.0,Excellent,5-9.99%,1
18454,2011-10-01 07:04:10.957000000,36,Completed,2014-03-04 00:00:00,0.22362,0.1899,WI,Administrative Assistant,Full-time,719.0,Good,15-19.99%,1
18480,2011-02-13 12:43:57.783000000,36,Completed,2014-02-13 00:00:00,0.16653,0.1449,WI,Other,Employed,699.0,Fair,10-14.99%,1
18535,2009-11-11 20:32:22.597000000,36,Completed,2011-04-20 00:00:00,0.11848,0.115,WI,Professional,Full-time,839.0,Excellent,10-14.99%,1
18682,2011-08-28 14:37:29.667000000,36,Completed,2012-05-31 00:00:00,0.202,0.1799,WI,Other,Employed,659.0,Fair,15-19.99%,1
18714,2013-09-03 14:11:31.510000000,60,Current,,0.31848,0.2916,WI,Retail Management,Employed,679.0,Fair,25-29.99%,1
18745,2006-11-27 18:51:34.403000000,36,Chargedoff,2009-05-07 00:00:00,0.18824,0.17,WI,Other,Not available,539.0,Bad,15-19.99%,1
18769,2013-11-21 11:33:42.260000000,36,Current,,0.23847,0.201,WI,Waiter/Waitress,Employed,659.0,Fair,20-24.99%,1
18789,2008-05-12 11:46:19.987000000,36,Chargedoff,2010-12-20 00:00:00,0.26738,0.2444,WI,Tradesman - Carpenter,Full-time,639.0,Poor,20-24.99%,1
18873,2013-12-03 11:32:43.327000000,36,Current,,0.19501,0.1585,WI,Clerical,Employed,679.0,Fair,15-19.99%,1
18927,2012-03-09 04:55:51.537000000,36,Current,,0.12782,0.0999,WI,Professional,Employed,759.0,Excellent,5-9.99%,1
19051,2013-12-01 20:52:49.330000000,36,Current,,0.33204,0.2924,WI,Religious,Employed,699.0,Fair,25-29.99%,1
19088,2011-10-28 12:02:01.483000000,36,Chargedoff,2012-06-04 00:00:00,0.2951,0.2599,WI,Teacher,Employed,659.0,Fair,25-29.99%,1
19196,2008-07-15 11:28:12.720000000,36,Completed,2011-07-29 00:00:00,0.21223,0.19,WI,Clerical,Part-time,659.0,Fair,15-19.99%,1
19281,2013-08-15 05:20:48.990000000,36,Current,,0.2353,0.1979,WI,Other,Employed,779.0,Excellent,15-19.99%,1
19367,2013-07-19 09:58:44.363000000,60,Current,,0.20593,0.1819,WI,Administrative Assistant,Employed,719.0,Good,15-19.99%,1
19372,2007-10-07 12:24:33.043000000,36,Chargedoff,2009-02-23 00:00:00,0.16677,0.1596,WI,Skilled Labor,Full-time,639.0,Poor,15-19.99%,1
19837,2012-10-01 19:46:14.240000000,36,Current,,0.09736,0.0839,WI,Nurse (RN),Employed,759.0,Excellent,5-9.99%,1
19860,2014-02-12 15:55:03.500000000,36,Current,,0.09469,0.0809,WI,Retail Management,Employed,739.0,Good,5-9.99%,1
19895,2013-11-27 09:13:20.140000000,60,Current,,0.17327,0.15,WI,Realtor,Self-employed,719.0,Good,15-19.99%,1
19954,2013-12-05 09:43:32.403000000,36,Current,,0.22773,0.1905,WI,Student - College Graduate Student,Employed,719.0,Good,15-19.99%,1
20074,2013-06-04 16:37:46.927000000,60,Current,,0.21156,0.1874,WI,Civil Service,Employed,719.0,Good,15-19.99%,1
20093,2013-08-22 12:10:46.163000000,36,Current,,0.35356,0.3134,WI,Other,Not employed,759.0,Excellent,30-34.99%,1
20117,2013-06-09 10:49:12.757000000,60,Current,,0.18852,0.1649,WI,Executive,Employed,759.0,Excellent,15-19.99%,1
20166,2013-11-19 12:51:50.013000000,60,Current,,0.23318,0.2085,WI,Police Officer/Correction Officer,Employed,699.0,Fair,20-24.99%,1
20210,2013-04-29 20:39:30.450000000,60,Current,,0.15629,0.1334,WI,Other,Employed,759.0,Excellent,10-14.99%,1
20493,2012-06-08 05:18:10.223000000,36,Completed,2012-11-14 00:00:00,0.21372,0.1768,WI,Executive,Employed,679.0,Fair,15-19.99%,1
20523,2008-05-26 09:25:14.283000000,36,Chargedoff,2009-07-04 00:00:00,0.16461,0.143,WI,Other,Full-time,639.0,Poor,10-14.99%,1
20562,2013-12-12 17:58:54.767000000,60,Current,,0.13227,0.1099,WI,Skilled Labor,Employed,799.0,Excellent,10-14.99%,1
20610,2012-08-02 04:10:46.297000000,36,Current,,0.14816,0.1199,WI,Other,Employed,759.0,Excellent,10-14.99%,1
20643,2013-11-18 16:16:03.297000000,36,Current,,0.12691,0.099,WI,Executive,Employed,759.0,Excellent,5-9.99%,1
20654,2011-07-25 16:06:29.903000000,36,Completed,2013-06-28 00:00:00,0.202,0.1799,WI,Professional,Employed,759.0,Excellent,15-19.99%,1
20784,2013-10-22 07:34:02.913000000,60,Current,,0.21935,0.195,WI,Laborer,Employed,699.0,Fair,15-19.99%,1
20891,2011-10-25 07:42:50.650000000,36,Completed,2014-01-17 00:00:00,0.2951,0.2599,WI,Professional,Employed,679.0,Fair,25-29.99%,1
20940,2013-04-01 14:33:09.400000000,60,Current,,0.20081,0.1769,WI,Professional,Employed,779.0,Excellent,15-19.99%,1
20946,2008-08-09 08:46:47.407000000,36,Completed,2009-01-23 00:00:00,0.37453,0.35,WI,Retail Management,Full-time,539.0,Bad,35-39.99%,1
20971,2012-11-07 17:34:26.927000000,36,Current,,0.34045,0.3006,WI,Other,Other,759.0,Excellent,30-34.99%,1
20975,2011-08-30 11:28:23.867000000,36,Completed,2011-09-23 00:00:00,0.16056,0.139,WI,Other,Employed,799.0,Excellent,10-14.99%,1
20996,2012-05-01 14:33:05.767000000,36,Current,,0.35797,0.3177,WI,Nurse (RN),Self-employed,719.0,Good,30-34.99%,1
21043,2013-07-18 16:03:09.727000000,60,Current,,0.21566,0.1914,WI,Teacher,Employed,699.0,Fair,15-19.99%,1
21078,2008-06-15 15:17:52.860000000,36,Chargedoff,2010-11-23 00:00:00,0.20108,0.179,WI,Food Service,Full-time,619.0,Poor,15-19.99%,1
21178,2013-02-05 15:27:52.267000000,60,Current,,0.20593,0.1819,WI,Skilled Labor,Employed,679.0,Fair,15-19.99%,1
21198,2012-10-19 14:44:22.173000000,36,Current,,0.20462,0.1679,WI,Food Service Management,Employed,719.0,Good,15-19.99%,1
21206,2013-11-26 14:59:07.307000000,60,Current,,0.19221,0.1685,WI,Construction,Employed,699.0,Fair,15-19.99%,1
21234,2012-04-19 09:23:17.137000000,60,Current,,0.31375,0.287,WI,Skilled Labor,Employed,719.0,Good,25-29.99%,1
21238,2013-12-27 17:01:16.297000000,36,Current,,0.19501,0.1585,WI,Teacher,Employed,739.0,Good,15-19.99%,1
21272,2013-07-14 20:22:05.860000000,60,Current,,0.15629,0.1334,WI,Executive,Employed,779.0,Excellent,10-14.99%,1
21341,2012-10-09 05:05:40.547000000,60,Chargedoff,2013-05-21 00:00:00,0.14985,0.1271,WI,Executive,Employed,759.0,Excellent,10-14.99%,1
21344,2012-04-23 07:18:59.527000000,60,Completed,2013-11-01 00:00:00,0.17849,0.1551,WI,Executive,Employed,799.0,Excellent,15-19.99%,1
21478,2012-09-15 11:38:47.117000000,36,Completed,2013-02-27 00:00:00,0.35797,0.3177,WI,Laborer,Employed,699.0,Fair,30-34.99%,1
21610,2013-10-09 18:00:14.807000000,60,Current,,0.13227,0.1099,WI,Professional,Employed,799.0,Excellent,10-14.99%,1
21746,2013-11-23 07:27:05.087000000,36,Current,,0.19501,0.1585,WI,Computer Programmer,Employed,679.0,Fair,15-19.99%,1
21798,2012-07-23 10:29:07.010000000,36,Chargedoff,2013-02-06 00:00:00,0.35797,0.3177,WI,Sales - Retail,Employed,719.0,Good,30-34.99%,1
